id,username,msgtime,star,comment,effflag,storeid,segmented
786,冬瓜大,1 年前,4,跟朋友一起吃午餐，自己點了海鮮意大利麵，幫大家點了馬格利特PIZZA一起吃。 首先最妙的是，他們可以掃QR扣看菜單，設計看起來是可以直接點菜，結果一直按都不行，才發現電子菜單，只能看菜單，不能直接下訂，點菜只能去櫃台點。 第二點更妙，每套餐都有飲料，我們加錢升級，竟然原本套餐飲料外，又多一杯飲料，三個點完後，有六杯飲料可以喝，感覺還滿新奇的體驗。 第三點套餐我覺得是沒太大的驚喜，感覺是很普通的義大利麵。飲料的模式，會讓人驚訝。,1,1736,跟 朋友 一起 吃 午餐 ， 自己 點了 海鮮 意大利 麵 ， 幫 大家 點了 馬 格利 特 PIZZA 一起 吃 。   首先 最妙 的 是 ， 他們 可以 掃 QR 扣 看 菜 單 ， 設計 看 起來 是 可以 直接 點菜 ， 結果 一直 按 都 不行 ， 才 發現 電子 菜單 ， 只能 看菜 單 ， 不能 直接 下訂 ， 點菜 只能 去櫃 台點 。   第二 點 更妙 ， 每 套餐 都 有 飲料 ， 我們 加錢 升級 ， 竟然 原本 套餐 飲料 外 ， 又 多 一杯 飲料 ， 三個點 完 後 ， 有 六杯 飲料 可以 喝 ， 感覺 還滿 新奇 的 體驗 。   第三 點 套餐 我覺 得 是 沒太大 的 驚喜 ， 感覺 是 很 普通 的 義 大利 麵 。 飲料 的 模式 ， 會 讓 人 驚訝 。
787,Xuanhaow,1 年前,4,餐點還不錯價格不太貴 內用低消一人一份主餐,0,1736,餐點 還不錯 價格 不太貴   內用 低 消一人 一份 主餐
788,Cloud,1 年前,3,女孩會喜歡的餐廳 食物還不錯吃 女店員也忍不住邊吃邊烤披薩,0,1736,女孩 會 喜歡 的 餐廳   食物 還不錯 吃   女店 員 也 忍不住 邊吃邊 烤 披薩
789,Shully,1 年前,5,這間店位於2-3樓，麥當勞正對面，換了老闆後第一次來吃，餐點讓人很驚艷！ 正餐有附飲料，沒有加10%服務費，餐點做的很好吃！ 炸物也很棒！ 下次還會再訪！,0,1736,這間 店位 於 2 - 3 樓 ， 麥當 勞正 對面 ， 換了 老 闆 後 第一次 來 吃 ， 餐點 讓 人 很 驚艷 ！   正餐 有 附 飲料 ， 沒 有加 10% 服務費 ， 餐點 做 的 很 好吃 ！   炸物 也 很棒 ！   下次 還會 再訪 ！
790,金大可,1 年前,4,,1,1736,
791,Charlie “Bear” Xu,1 年前,5,北車站前義大利麵之王,0,1736,北車 站 前義 大利 麵 之王
792,陸珊,1 年前,5,最愛披薩,0,1736,最愛披薩
793,呂健民,1 年前,5,餐點好吃 CP值也非常高,0,1736,餐點 好吃   CP 值 也 非常 高
794,Allen Chang,1 年前,5,餐點不錯吃價格合理，店在2樓環境乾淨，疫情期間雖然人不多， 相信趨緩後人潮會更多! 值得聚餐聊天的地方,0,1736,餐點 不錯 吃 價格 合理 ， 店 在 2 樓環境 乾淨 ， 疫情 期間 雖然 人 不 多 ，   相信 趨緩 後 人潮 會 更 多 !   值得 聚餐 聊天 的 地方
795,MrChild,1 年前,4,燉飯好吃 (店門有點難找 錯過兩次後才找到 XD,0,1736,燉 飯 好吃   ( 店門 有點 難 找   錯過 兩次後才 找到   XD
796,wang jamescz,1 年前,5,青醬口味不錯，大推,0,1736,青醬 口味 不錯 ， 大 推
797,Megan Rankin,1 年前,3,在一家建築內樓上，理髮廳旁邊，沒有電梯。平日晚餐時段有一些餐點賣完了，服務普普通通，氣氛普普通通，食物普普通通。蛤蜊很大顆，但義大利麵沒什麼味道。雞肉有不少筋。,1,1736,在 一家 建築 內樓 上 ， 理 髮 廳 旁邊 ， 沒有 電梯 。 平日 晚餐 時段 有 一些 餐點 賣 完 了 ， 服務 普普通通 ， 氣氛 普普通通 ， 食物 普普通通 。 蛤蜊 很大 顆 ， 但義 大利 麵 沒什麼 味道 。 雞肉 有 不少 筋 。
798,劉15,1 年前,5,活動優惠 環境舒服 不限時,1,1736,活動 優惠   環境 舒服   不限時
799,羽軒,1 年前,5,老闆人很好，披薩好好吃～,0,1736,老 闆 人 很 好 ， 披薩好 好吃 ～
800,雷電哥,1 年前,5,,0,1736,
801,Ching Wu,1 年前,3,烤餅很一般， 焦糖布丁味道甜甜順滑，酥脆的焦糖配料效果很好， 棉花糖披薩太甜了，我們大多數人都吃不完 三顆星的評價是我點的奇怪的拿鐵咖啡，味道像紅茶拿鐵。,0,1736,烤餅 很 一般 ，   焦糖 布丁 味道 甜甜 順滑 ， 酥脆 的 焦糖 配料 效果 很 好 ，   棉花 糖 披薩太甜 了 ， 我們 大多 數人 都 吃不完   三顆 星 的 評價 是 我點 的 奇怪 的 拿 鐵 咖啡 ， 味道 像 紅茶 拿 鐵 。
802,恭喜發財,1 年前,5,空間舒適，餐點好吃。,0,1736,空間 舒適 ， 餐點 好吃 。
803,Wang Kathryn,1 年前,5,位置在較不顯眼的二樓，是間隱藏版好餐廳！老闆和店長非常親切，彩椒洋菇牛肉炒飯也很澎湃，吃得很飽足！,0,1736,位置 在 較 不 顯眼 的 二樓 ， 是 間 隱藏版 好 餐廳 ！ 老 闆 和 店長 非常 親切 ， 彩椒 洋菇 牛肉 炒飯 也 很 澎湃 ， 吃 得 很 飽足 ！
804,熊老闆,1 年前,5,不但餐點平價又美味，店家還很有愛心在窗外牆邊每天給街貓吃把費，還不趕快用新台幣給他下架嗎？,0,1736,不但 餐點 平價 又 美味 ， 店家 還很有 愛心 在 窗外 牆邊 每天 給街貓 吃 把費 ， 還不趕 快用 新 台幣給 他 下架 嗎 ？
805,謝宜靜,1 年前,5,真的好好吃,1,1736,真的 好 好吃
806,哈哈,1 年前,5,環境乾淨整潔 適合用餐,0,1736,環境 乾淨 整潔   適合 用餐
807,Eason,1 年前,5,真的非常好吃,0,1736,真的 非常 好吃
808,William Lee,1 年前,5,好吃,0,1736,好吃
809,Hsin Yu Wu,1 年前,5,餐點好吃.環境舒適！推推,0,1736,餐點 好吃 . 環境 舒適 ！ 推推
810,You Yu,1 年前,5,推推 已經來第二次了 田園香濃南瓜義大利麵 推推 份量剛剛好 美味好吃 草莓布蕾大推 好吃好香好甜 起司焦甜披薩 喜歡吃甜以及喜歡煉乳的朋友們可以點 草莓煉乳蘇打+草莓柚子蘇打 真的好好喝 大推  來的時候剛好是草莓季,0,1736,推推   已經來 第二次 了   田園 香濃 南瓜 義 大利 麵   推推   份量 剛剛 好   美味 好吃   草莓 布蕾大 推   好吃 好香 好 甜   起司 焦甜 披薩   喜歡 吃 甜 以及 喜歡 煉乳 的 朋友 們 可以 點   草莓 煉乳蘇 打 + 草莓 柚子 蘇打   真的 好 好喝   大 推     來 的 時候 剛好 是 草莓 季
811,winnie lee,1 年前,5,好吃啊！又再來吃第二次 有素食pizza喔 都很香義大利面味道也很濃郁！,1,1736,好吃 啊 ！ 又 再 來 吃 第二次   有 素食 pizza 喔   都 很 香義 大利 面 味道 也 很 濃郁 ！
812,李明臻,1 年前,5,餐點好吃 環境舒適，推推！,0,1736,餐點 好吃   環境 舒適 ， 推推 ！
813,Ted Hsu,1 年前,5,食物好吃 服務100分,0,1736,食物 好吃   服務 100 分
814,chian jessica,1 年前,5,CP值很高，便宜又好吃！老闆娘很熱情，很可愛~店裡也乾淨舒適。,0,1736,CP 值 很 高 ， 便宜 又 好吃 ！ 老 闆 娘 很 熱情 ， 很 可 愛 ~ 店裡 也 乾淨 舒適 。
815,Jane Chou,1 年前,3,,0,1736,
816,Explorer,1 年前,3,點了套餐267元，湯不錯，義式披薩還可以但鳳梨是罐頭的，草莓牛奶是稀釋的味道很淡。,0,1736,點了 套餐 267 元 ， 湯不錯 ， 義式 披薩還 可以 但鳳梨是 罐頭 的 ， 草莓 牛奶 是 稀釋 的 味道 很淡 。
817,汪俊寰,1 年前,5,,1,1736,
818,Nick Yang,1 年前,5,今天點素食餐。 南瓜燉飯口味佳，搭配的義式蔬菜湯也很順口。 服務人員態度也很好。,0,1736,今天 點 素食 餐 。   南瓜 燉 飯 口味 佳 ， 搭配 的 義式 蔬菜 湯也 很 順口 。   服務人員 態度 也 很 好 。
819,黃乙娟,1 年前,5,燉飯好好吃啊 量多 食材好豐富,0,1736,燉 飯 好 好吃 啊   量 多   食材 好 豐富
820,陳淑華,1 年前,5,量多 好吃 實在,0,1736,量 多   好吃   實在
821,Henri Liu,3 天前,1,很久沒來吃過，變糟了，無錫排骨柴乾老到不行；蔥爆牛肉片老就算了還有筋。比新店的蘇杭差 餐點：1/5,0,1737,很久 沒來 吃過 ， 變糟 了 ， 無錫 排骨 柴乾 老到 不行 ； 蔥 爆 牛肉 片 老 就算 了 還有 筋 。 比 新店 的 蘇杭差   餐點 ： 1 / 5
822,王裕元,4 天前,3,餐點：4/5  |  服務：4/5  |  氣氛：3/5  建議的餐點 醉雞 東坡肉 刈包,1,1737,餐點 ： 4 / 5     |     服務 ： 4 / 5     |     氣氛 ： 3 / 5     建議 的 餐點   醉雞   東坡 肉   刈包
823,Bone S,6 天前,3,食物很好，但服務生不是很專心。 餐點：4/5  |  服務：2/5  |  氣氛：3/5  建議的餐點 Scallion Pancake,0,1737,食物 很 好 ， 但 服務生 不是 很 專心 。   餐點 ： 4 / 5     |     服務 ： 2 / 5     |     氣氛 ： 3 / 5     建議 的 餐點   Scallion   Pancake
824,Daphne Lee,6 天前,5,蘇杭的上海菜十分道地，包括肴肉、醉雞、蔥燒鯽魚、韭黃鱔糊…，可謂上海菜中的翹楚！ 我們最喜歡的菜之一是蒸臭豆腐，臭味、調味、軟硬皆恰到好處，齒頰留香！所以去了許多次，還會繼續。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 Steamed Tender Chicken,0,1737,蘇杭 的 上海 菜 十分 道 地 ， 包括 肴肉 、 醉雞 、 蔥燒 鯽魚 、 韭黃鱔 糊 … ， 可謂 上海 菜 中 的 翹楚 ！   我們 最 喜歡 的 菜 之一 是 蒸 臭豆腐 ， 臭味 、 調味 、 軟硬 皆 恰到 好 處 ， 齒頰 留香 ！ 所以 去 了許 多次 ， 還會 繼續 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   Steamed   Tender   Chicken
825,99 Hsu,6 天前,4,餐點：4/5  |  服務：4/5  |  氣氛：3/5,0,1737,餐點 ： 4 / 5     |     服務 ： 4 / 5     |     氣氛 ： 3 / 5
826,hwa seng Khoo,1 週前,5,,0,1737,
827,Mark Lu,1 週前,3,三年前的事了 餐點：2/5  |  服務：1/5  |  氣氛：2/5,0,1737,三年 前 的 事 了   餐點 ： 2 / 5     |     服務 ： 1 / 5     |     氣氛 ： 2 / 5
828,郭永紀 Asaph Kuo,1 週前,3,退步了！ 餐點：3/5  |  服務：3/5  |  氣氛：3/5,0,1737,退步 了 ！   餐點 ： 3 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5
829,Jeremy Yang,1 週前,2,趕時間的話可以吃 餐點：2/5  |  服務：1/5  |  氣氛：2/5,1,1737,趕時間 的 話 可以 吃   餐點 ： 2 / 5     |     服務 ： 1 / 5     |     氣氛 ： 2 / 5
830,W LS,1 週前,1,真不好吃 醉豬腳，醉雞 二個招牌菜，不過如此， 蘿蔔絲餅，厚厚麵皮一點都不酥 餐點：1/5  |  服務：3/5  |  氣氛：3/5,0,1737,真 不 好吃   醉豬 腳 ， 醉雞   二個 招牌菜 ， 不過 如此 ，   蘿 蔔 絲餅 ， 厚厚 麵 皮 一點 都 不 酥   餐點 ： 1 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5
831,Sherry Chao,1 週前,4,餐點：5/5  |  服務：4/5  |  氣氛：3/5,0,1737,餐點 ： 5 / 5     |     服務 ： 4 / 5     |     氣氛 ： 3 / 5
832,陳天翔,1 週前,5,很棒的江浙菜，不少好朋友都特地來吃道地的江浙菜 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 上海菜飯 砂鍋醃篤鮮 醉雞 東坡肉 刈包,0,1737,很棒 的 江浙 菜 ， 不少 好 朋友 都 特地 來 吃 道 地 的 江浙 菜   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   上海 菜飯   砂鍋 醃篤鮮   醉雞   東坡 肉   刈包
833,吳惠,2 週前,5,餐點：4/5  |  服務：3/5  |  氣氛：3/5  建議的餐點 蟹黃豆腐 醉雞 蔥油餅,0,1737,餐點 ： 4 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5     建議 的 餐點   蟹 黃 豆腐   醉雞   蔥油餅
834,施小陽,2 週前,4,,0,1737,
835,Cleve Luo,2 週前,5,,0,1737,
836,shang Shung,3 週前,5,餐點：5/5  |  服務：4/5  |  氣氛：4/5,1,1737,餐點 ： 5 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
837,Amy Yang,3 週前,4,,0,1737,
838,edward wang,3 週前,5,好吃好吃太好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1737,好吃 好吃 太 好吃   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
839,Krystal_ blade,3 週前,1,服務人員的態度真的超級不好，基本的禮貌都沒有，上菜時打翻了茶 茶水弄到了手機還有褲子 一句「不好意思、抱歉」都沒有 一副理所當然的樣子 也沒有拿紙巾幫忙擦 還是我問可不可以給我紙巾才拿來 我真的很傻眼…  我真的從不寫負評 但今天服務人員的態度我真的覺得很不值得，吃個飯還得看她們的臉色…真的不知道在拽什麼 餐點：2/5  |  服務：1/5  |  氣氛：2/5,0,1737,服務人員 的 態度 真的 超級 不好 ， 基本 的 禮貌 都 沒 有 ， 上菜 時 打翻 了 茶   茶水 弄 到 了 手機 還有 褲子   一句 「 不好意思 、 抱歉 」 都 沒 有   一副 理所 當然 的 樣子   也 沒 有 拿 紙巾 幫忙 擦   還是 我問 可不可以 給我紙 巾 才 拿 來   我 真的 很 傻眼 …     我 真的 從 不 寫 負評   但 今天 服務人員 的 態度 我 真的 覺得 很 不 值得 ， 吃個 飯 還得 看 她 們 的 臉色 … 真的 不 知道 在 拽 什麼   餐點 ： 2 / 5     |     服務 ： 1 / 5     |     氣氛 ： 2 / 5
840,小張哥,4 週前,5,餐點：5/5  |  服務：5/5  |  氣氛：4/5,0,1737,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5
841,Me Jack,4 週前,5,裝潢一般，食物口味ㄧ流  停車場：有路邊停車，附近有收費停車場 餐點：5/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 砂鍋醃篤鮮  停車位 很多停車位  附近的停車場 付費停車位 付費路邊停車 付費室內停車場,0,1737,裝潢 一般 ， 食物 口味 ㄧ 流     停車場 ： 有路邊 停車 ， 附近 有 收費 停車場   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5     建議 的 餐點   砂鍋 醃篤鮮     停車位   很多 停車位     附近 的 停車場   付費 停車位   付費 路邊 停車   付費室 內 停車場
842,WAWU TECH,4 週前,4,餐點：4/5  |  服務：5/5  |  氣氛：5/5,0,1737,餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
843,Angela Hong,4 週前,3,久久沒來發現口味全部變了，所有的菜色平淡無味，真是浪費食材。服務態度也很不怎麼樣。茶水都是涼的。以後不會再造訪了，有夠失望。 建議的餐點 Steamed Soup Dumpling,1,1737,久久 沒來 發現 口味 全部 變 了 ， 所有 的 菜色 平淡 無味 ， 真是 浪費 食材 。 服務態度 也 很 不 怎麼樣 。 茶水 都 是 涼 的 。 以後不會 再造 訪 了 ， 有夠 失望 。   建議 的 餐點   Steamed   Soup   Dumpling
844,Sean Liao,1 個月前,4,好吃依然好吃，服務…可能現在做服務的最大，態度真的不敢恭維 餐點：5/5  |  服務：3/5  |  氣氛：5/5  建議的餐點 糖醋排骨 蔥油餅 東坡肉 刈包,0,1737,好吃 依然 好吃 ， 服務 … 可能 現在 做 服務 的 最大 ， 態度 真的 不敢 恭維   餐點 ： 5 / 5     |     服務 ： 3 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   糖醋排骨   蔥油餅   東坡 肉   刈包
845,lee Bob,1 個月前,3,濟南路的蘇杭一直都是我招待長輩們的愛店。但近期給我的感覺非常的糟糕，先不說一開始帶位的小姐口氣很差（想說老店一直以來都是如此）。但就連其他服務生上菜給我們，這位小姐突然走來把我們的菜給攔截還當著我們的面說先給別桌，然後拿過去後又拿回來說 『喔 對方沒點』彷彿對方不要才給我們。  然後我們想要追加白飯，小姐好像覺得我們不會算數，還一直質問說 已經上了x 碗 (所以呢 是不能加點嗎?)。最後再吃鍋餅的時候，請服務生幫忙換個盤子，結果盤子是換了，但只幫大人換其他小孩都沒有，也沒有給餐具因為都被收走了，最後我們只好用手吃鍋餅.....  食物方面不想講太多：但小籠包不知道為什麼，皮厚到像小肉包。然後雪菜百頁，幾乎只有百頁....  因為真的很喜歡這家的菜，才會給三顆星，只能說希望老店可以維持一下口碑，員工訓練也該加強 餐點：3/5  |  服務：1/5  |  氣氛：4/5,0,1737,濟 南路 的 蘇杭 一直 都 是 我 招待 長 輩們 的 愛店 。 但 近期 給我 的 感覺 非常 的 糟糕 ， 先不說 一開始 帶位 的 小姐 口氣 很 差 （ 想 說 老店 一直 以來 都 是 如此 ） 。 但 就連 其他 服務生 上菜 給我們 ， 這位 小姐 突然 走來 把 我們 的 菜給 攔截 還當著 我們 的 面說 先給 別桌 ， 然後拿過 去 後 又 拿 回來 說   『 喔   對方 沒點 』 彷 彿 對方 不要 才給 我們 。     然後我們 想要 追加 白飯 ， 小姐 好像 覺得 我們 不會算數 ， 還 一直 質問 說   已經 上 了 x   碗   ( 所以 呢   是 不能 加點 嗎 ? ) 。 最後再 吃 鍋餅 的 時候 ， 請 服務生 幫忙 換個 盤子 ， 結果 盤子 是換 了 ， 但 只 幫 大人 換 其他 小孩 都 沒 有 ， 也 沒 有給 餐具 因為 都 被 收走 了 ， 最後我們 只好 用手 吃 鍋餅 .....     食物 方面 不想 講太多 ： 但小籠 包 不 知道 為 什麼 ， 皮厚 到 像 小 肉包 。 然 後 雪菜 百頁 ， 幾乎 只有 百頁 ....     因為 真的 很 喜歡 這家 的 菜 ， 才 會 給三顆 星 ， 只能 說 希望 老店 可以 維持 一下 口碑 ， 員工 訓練 也 該 加強   餐點 ： 3 / 5     |     服務 ： 1 / 5     |     氣氛 ： 4 / 5
846,蔡逸芳,1 個月前,5,好吃 餐點：5/5  |  服務：5/5  |  氣氛：3/5,0,1737,好吃   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 3 / 5
847,啾啾貓尾巴,1 個月前,5,醃篤鮮，肴肉，醉雞，豆沙鍋餅，獅子頭，東坡肉..道道精緻，味鮮美餚。大推~ 餐點：5/5  |  服務：5/5  |  氣氛：4/5,0,1737,醃篤鮮 ， 肴肉 ， 醉雞 ， 豆沙 鍋餅 ， 獅子頭 ， 東坡 肉 .. 道 道 精 緻 ， 味鮮 美餚 。 大 推 ~   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5
848,Bryan Lin,1 個月前,4,口味道地，高價菜色非常好吃。一般價位的菜色品質比較一般，而且份量都偏小，大概都是兩人份。 餐點：4/5  |  服務：3/5  |  氣氛：3/5  建議的餐點 醉雞 東坡肉 刈包,0,1737,口味 道 地 ， 高價 菜色 非常 好吃 。 一般 價位 的 菜色 品質 比 較 一般 ， 而且 份量 都 偏 小 ， 大概 都 是 兩人份 。   餐點 ： 4 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5     建議 的 餐點   醉雞   東坡 肉   刈包
849,Corry Ke,1 個月前,4,,0,1737,
850,李信,1 個月前,5,地點好。 若不吃桌餐，點菜也很好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 砂鍋醃篤鮮 生菜蝦鬆 東坡肉 刈包,0,1737,地點 好 。   若 不吃 桌餐 ， 點菜 也 很 好吃   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   砂鍋 醃篤鮮   生菜 蝦 鬆   東坡 肉   刈包
851,R. Y.,1 個月前,5,,0,1737,
852,王尚平,1 個月前,2,定中秋6人套餐 熱菜尚可 就是感覺菜量比圖片差很多偏少  大比目魚很水   東坡肉也少 加點的豆沙鍋餅好吃 涼菜三樣含桂花芋頭 我們又加點了一份沒有提醒  本來是沒關係的 反正愛吃 中午拿的時候發現芋頭一點都不冰  吃起來微酸還以為只是調味問題   剩下的冰到晚上發現整個臭酸 另一樣冷菜辣豆皮裡面直接撈出一隻全熟的蟑螂  ??????大家已經吃了一半  真的品質控管很差 餐點：2/5  |  服務：2/5  |  氣氛：2/5,0,1737,定 中秋 6 人 套餐   熱菜 尚可   就是 感覺 菜量 比 圖片 差 很多 偏少     大 比目 魚很水       東坡 肉 也 少   加點 的 豆沙 鍋餅 好吃   涼菜 三樣 含 桂花 芋頭   我們 又 加點 了 一份 沒有 提醒     本來 是 沒關 係 的   反正 愛吃   中午 拿 的 時候 發現 芋頭 一點 都 不冰     吃 起來 微酸 還以 為 只是 調味 問題       剩下 的 冰到 晚上 發現 整個 臭酸   另 一樣 冷菜 辣豆 皮裡面 直接 撈 出 一 隻 全熟 的 蟑螂     ? ? ? ? ? ? 大家 已經 吃 了 一半     真的 品質 控管 很差   餐點 ： 2 / 5     |     服務 ： 2 / 5     |     氣氛 ： 2 / 5
