comment
好吃的本幫菜 勝過很多新開的上海餐館就是餐廳裝潢有點廉價感
經典上海菜，台北已經很稀有了。 菜色經典之外，服務也是經典。茶水、客製化點餐、餐後水果……，真的令人回味無窮。大推醃篤鮮湯品，讓奶奶的拿手美味經典重現。 餐點：5/5  |  服務：5/5  |  氣氛：4/5
北平上園樓已經是超過一甲子的老店，特別要稱讚他們的前菜-小魚乾很夠味，超適合當下酒 菜，大菜也都非常道地，不愧說是老店老口碑的餐館，值得推  用餐環境也許有人會覺得稍嫌 狹窄吵雜，但我覺得有濃濃的人情味，很像過年團圓的感覺超熱鬧，這次只有三人用餐，點不了太多，還有超多想嘗試的菜單，道地的北平菜在台北已經愈來愈少了，會再回訪的！  #蔥油餅 不是台灣常見的一般蔥油餅那樣扁扁的，沒什麼口感，紮實的單一口感而已，北平上園樓的蔥 油餅口感是外酥脆、內彈牙，不僅蔥香味十足，麵皮超有嚼勁的，越嚼越香，推推！  #烤鴨 (兩吃) 外皮烤得酥、香、脆，肉質細嫩鮮美、肉汁飽滿，Q軟的餅皮包夾著削好的鴨肉，搭配甜麵醬、 蔥段，烤鴨卷在嘴裡韻出多層次口感，愈嚼愈香，是饕客最喜愛的吃法。但小編覺得最棒的吃 法就是脆脆的鴨皮沾上白糖更加好吃，鴨皮的酥脆和白糖的軟糯，一吃下就有入口即化的口 感，且烤鴨本身的油香會變得更有層次，每一口都令人滿足感爆棚!!沒試過這吃法的朋朋可以 試試，真的超好吃~~~不輸給北京名店全聚德呦 ※可跟店家要白糖呦  (第二吃)鴨肉炒豆芽 淡淡的鴨香味，豆芽脆口不軟爛，如果不想喝湯的話，建議第二吃可以點這道！  #炒時蔬 炒時蔬表現一般，調味剛好不會過鹹，適合搭配較油膩的烤鴨，穿插著吃  #雪凍羊羔 羔羊肉凍，吃起來完全沒有羊騷味，冰冰涼涼的口感，非常適合焱熱的天氣吃，現在台灣少見 的菜色了，沒吃過一定要試試看    看詳細介紹 IG追蹤食通fooderstone_tw 看完整資訊 建議的餐點 雪凍羊羔 牛肉捲餅 蔥油餅
不好吃 吃到的餐點味跟我這幾年在山西五星級酒樓、一般街坊小吃餐館吃到的不一樣，山西的比較好吃，這裡的大概是口味停留在上個世紀的山西。價格也很不山西，正統山西菜才沒這麼貴
酸白菜銅鍋中一份 剛剛好分額 味道真的很一斑斑完全沒有味道 比大賣場買回來的酸白菜更差勁 至於佐料麻醬口感還可以 蔥油餅也不錯。就是粉感太強 人滿沒有定位就需要碰運氣 人均應該在500左右就可以吃飽 好吃的牛肉餡餅停售有點可惜  秘密客的推薦 餐點：1/5  |  服務：3/5  |  氣氛：2/5




便宜又好吃的果汁店。好像以前叫軍軍果汁，現在改名叫華山果汁了。 不加糖，不加冰！ ！顧名思義，你所要做的就是將切好的水果放入攪拌機中並劇烈攪拌。您可以享用對兒童安全的天然甜味果汁！ 黏稠的水果（如木瓜）加了一點水調整口感，但依然濃鬱可口！ 沒有日文菜單，但我想你可以以某種方式解讀它，因為上面貼有切好的水果的圖片。 有水果混合型、鮮榨型、豆漿型、牛奶型、優格型、養樂多型。 我真的很感謝這個品質和這個價格。我2歲半的孩子也很高興。推薦！
看得到的新鮮、衛生、原味

我非常喜歡它，所以在附近住的時候買了兩次，一次是早上出去的時候，一次是晚上回來的時候。 汁液濃稠可口。 由於冠狀病毒，我已經有一段時間沒有旅行了，所以我想知道他們是否這樣做，所以我打開了這個網站，看到 4 天前的評論，我鬆了一口氣。
點單後，果汁是當場鮮榨的。很新鮮。


牛蒡原汁真是太猛了！


百勝純天然


好喝不加水，老闆也很親切
店主是位老人，一點也不友善，但他做的是100%的果汁。我每天都去那裡。
不加糖，好吃
種類繁多的時令水果，不添加糖或冰，價格合理。唯一的問題是嘗試做出決定要嘗試哪一個。
居然不加糖跟水！！！偶然出差經過點了一杯超級驚艷！！！
今天點了芭樂豆漿好喝
超好喝耶 點了牛蒡蔬果汁 和 鳳梨優酪
火龍果和菠蘿 點西瓜汁。 很多新鮮水果 我是把它扔進攪拌機裡做的。 是因為每年這個時候都有西瓜汁嗎？ 是黃色的那種。 兩個都很好吃? 店員也很熱情。


不好喝

讚喔，好喝
很早開（8:30前就開了）推薦給一早就想來點水果的上班族。切盤很新鮮。店面整潔、招待親切。


中午來一杯，剛好消暑。
買草莓回去沒一顆好的，每一個都爛在底下。可以理解草莓容易受傷，但這麼誇張的第一次遇到
好喝，堅持不加糖冰，最天然最清甜。
卓越的品質和物超所值


現打果汁《切盒》~不加冰&不加糖~嚴選當季水果種類



新鮮、香濃！不加任何調味的果汁，水果原始風味更迷人，用心調製、熱情招呼！
番石榴養樂多汁沒有冰和水，只是擠番石榴和一瓶養樂多。味道可能有所不同，但很好吃
果汁很好喝，盒裝水果也很新鮮


買了一些切好的水果和西瓜汁在酒店吃。他們會說英語，所以訂購很容易。您可以指定果汁的甜度等詳細信息。


公司附近很好喝的純天然果汁! 原本是一位男老闆經營，後來換成新女老闆，店家門面乾淨許多更吸引人購買，重點是果汁不加水、糖好喝~表示水果的品質很棒!
果汁都不加冰不加糖價格實在點什麼果汁的名稱就只有加果汁名稱的東西絕對不會有別的，水果盒很滿很便宜不會有空隙，重點服務態度好，值得來消費

這裡的水果盒都是當天現切 果汁也是不加水非常實在 價錢也公道
不加冰不加糖，真材實料真好喝

看來這家店已經變成了“君君果汁”了。 胡蘿蔔汁很受當地男人的歡迎。 店前只有一張椅子和一張桌子。 不加冰，不加糖，多加一點水。 汁液濃稠，香甜可口。 切好的芒果很輕，但多汁。
香蕉牛奶。  2019/05/14 當我很久以來第一次來時，那是一個新的果汁攤。 我和三個阿姨一起工作。 聽起來像是一家連鎖店。 沒有老叔叔。




火龍果+養樂多60元。它是如此親切和美味，我絕對想再去一次。
蘋果牛奶完全不加水，只加牛奶，好喝
當我要求混合火龍果和菠蘿時，我很驚訝他們用的是整個火龍果。水的用量非常少，只夠轉動攪拌機即可。沒有加冰，所以是溫的，但可以充分享受水果的味道。 （飲料架屬於個人物品）

西瓜 NT$50 火龍果+蘋果60元  西瓜100%不加水！ 整個帶皮火龍果，一些預先切好的蘋果和一個榨汁機。 之前是在冰箱裡冷藏的，所以不冷。  考慮到質量和數量，我認為這是一個很好的交易。 中午不能喝這種果汁嗎？


住家附近方便



水果
當地果汁攤 似乎可以進行各種組合。

現打果汁豆漿都是有機商品咖啡香生機飲食文化多了個好環境可選擇

在台北著名的水果冰沙店中，它被稱為最認真的店之一，因為它是一個老闆經營的，當你點餐時，沒有任何反應，他們只是默默地為你做。我們用的是新鮮水果，新鮮度是店外難以想像的。

整體餐點偏鹹一些 但是是好吃的，內用提供的青草茶 辣椒醬很讚 絕對會在回訪 餐點：4/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 豬血糕佐花生粉 蝦仁飯 小 辣椒醬
餐點：5/5  |  服務：5/5  |  氣氛：5/5
超難吃....廣告打超大結果直接踩到大地雷 蝦仁味道一言難盡 整碗食物不知所云，花300吃了個空虛跟滿肚子氣
不好吃又貴 不如隔壁的雙月 餐點：2/5  |  服務：4/5  |  氣氛：3/5
排骨只能單點，軟殼蟹意外的蠻好吃的，蝦仁飯就蝦仁加一些欠汁 餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點：4/5  |  服務：4/5  |  氣氛：3/5
好吃 以前一週會來至少一次 從開店支持到現在 但近日漲價真的漲的太過分了 然後必須說蝦仁越來越不新鮮 又軟又爛稍微戳一下就化掉 也一直吃到沙子 口感跟以前完全不一樣 希望老闆要意識到客人變多了 食安一樣重要 品管要更嚴格才好  漲價的部分 香腸半條從35漲到50$ 蝦仁飯跟威士忌牛肉肉燥麵也從65漲到80$ 但蝦子給的越來越少（這次只拿到五隻超誇張 價格跟101店幾乎一樣 真的有點吃不下去了 餐點：5/5
中午外帶一碗蝦仁炊飯，一小碗要價75元，偏貴!! 打開來只有白飯加湯汁還有幾顆蝦子，飯是淋上湯汁的，沒淋到湯汁的白飯吃起來很乾，完全沒味道，並沒有像菜單寫的生米用精煉蝦高湯炊煮出來的味道，他就是白飯而已，在青島路上屬於偏高價的的餐點，CP值不高，網路一堆美美的照片一堆評價好吃，實際上買來吃真的很空虛，同事們都說沒吃飽還要再去買其他的東西吃，價格真的太貴了，導不如去對面自助餐買一個75的便當還划算  電話永遠打不通 餐點：1/5
炸排骨好吃，蝦仁飯與爛肉飯一般，偏貴
 蝦飯很好吃，一定要加單面雞蛋，麵條很一般，服務可以改進一下，如何安排座位，避免長時間等待。 餐點：5/5  |  服務：3/5  |  氣氛：4/5
言過其實呀！  蝦仁不新鮮，湖湖的～ 滷牛肉單價貴貴， 唯一荷包蛋好吃！ 餐點：3/5  |  服務：3/5  |  氣氛：3/5
城裡隱藏的美食點，可以嚐嚐炸排骨、鮮蛤湯和軟殼蝦飯，完全被低估了，一定會再次光顧。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 Noodles with Braised Pork Rice with Shrimp and Egg Set Noodle Soup
我在台北吃過台南菜。 麵條和米飯，上面有蝦 我叫了。一切都很輕盈 配上微甜的湯汁，味道鮮美。 房間不大，有空的時候 我建議去。 餐點：5/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 ??御飯
蝦仁飯的湯汁整個很融入飯，爛肉飯很有阿嬤的味道，排骨很酥很香，整體味道很古早味，可以推薦想吃台灣味的朋友們 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 蝦仁飯 小 家傳爛肉麵
外帶的湯 喝起來像開水 跟內用差很多 筍子不錯 多給一顆星 餐點：2/5  |  服務：3/5  |  氣氛：3/5
食物還行 但態度非常差 餐點：3/5  |  服務：1/5  |  氣氛：1/5
周一11:30 內用約8成滿 喜歡的順序 炸排骨>蝦仁麵>蝦仁飯>白菜滷 辣醬蠻香 東西OK 價格偏貴 不會特意回訪 餐點：4/5  |  服務：4/5  |  氣氛：4/5
有個身上刺青很多的男服務生態度非常好，蝦仁飯的汁很下飯蝦仁也不錯吃。 餐點：4/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 蝦仁飯 小
餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 濃厚雞白湯
蝦飯和炸豬排都很棒。甜辣椒也很適合兩者。值得等待。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 Rice with Shrimp Set
餐點：4/5  |  服務：4/5  |  氣氛：3/5
蠻文青風的一家店 服務人員也很是很年輕的 但服務態度很不錯 環境乾淨整潔 點餐是用線上點餐系統 蠻方便的 (但好像必需透過line轉連結，有點麻煩。如果沒用line的，不知道可不可以點餐) . 威士忌牛肉拌飯 味道很棒 只是沒特別有威士忌的味道就是 牛味夠不過鹹 是可扒二三碗的一道 - 炸排骨 酥香脆都有 顏色也好看 肉也很厚嫩帶肉汁 唯獨對我來說有點太鹹了 - 椒麻牛雜 牛腱、牛筋、牛肚搭上黃豆芽 椒麻入味香濃 配飯是非常好的一道菜 建議點這道要多點白飯配 這道對我來說也是偏鹹 - 雞白湯加蛋 其實就是高湯蛋花湯 味道不錯喝 湯香醇 蛋花濃厚  拜訪這天 麵類都售盡 有機會仍會想試試麵類 餐點：4/5  |  服務：5/5  |  氣氛：5/5

炸排骨必點，酥脆美味 蝦仁飯加荷包蛋，美味加分 餐點：4/5  |  服務：4/5  |  氣氛：3/5  建議的餐點 蝦仁飯 小 辣椒醬 香煎土雞蛋 濃厚雞白湯
慕名而去的一家店，台南式外省菜，善導寺捷運站走路5分鐘可達。旁邊就有ㄧ家雙月，2家店平日午餐都大排長龍，還好都有跟外送平台合作，不想排隊還可以叫外送。  店裡位置不多，桌距很窄，人來來去去，其實在店內用餐的感覺有點擁擠，也不是太舒服。店內用餐是掃碼用line點餐，今天點了蝦仁麵、招牌爛肉飯、濃厚雞白湯加蛋、滷味、招牌花干和烏梅汁。麵食口味很台南風格，偏甜；整桌最讓我驚豔的是它的便當菜，高麗菜和筍絲是用蒸的，蒸菜健康，但蔬菜的鮮甜完整保留，由這ㄧ點可以確認食材是有挑選過的。滷味和招牌花干也是甜，吃不慣！沾醬的部份推薦辣椒醬。下次要再吃應該會點便當外送  餐點：3/5  |  服務：3/5  |  氣氛：3/5
跟同事來吃晚餐 今天蝦麵加大蝦量 味噌蛋湯 蛋厚實 讚 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 招牌花干 免費茶水
餐點：5/5  |  服務：5/5  |  氣氛：5/5
2023.10.27 蝦仁飯（大碗） 淋上蝦醬的白飯海味十足 讓人忍不住飯一口一口的扒 但飯上的蝦仁不夠新鮮 口感粉粉的  高麗菜滷 樸實的味道 但吃不到蔬菜的鮮甜味  豆皮 很普通 然後很多塊是沒切斷連在一起的  炸排骨 沒有網上形容的那麼優 不錯吃 但不到一份120元的價值  店家自製的辣椒醬很好吃  內用有免費的青草茶可以自取  就餐點來說 整體不錯吃 但偏貴 CP值不高  內用點餐期間 看到一對老爺爺 老奶奶夫妻來用餐 因為店家是用QR CODE 掃描點餐 老奶奶前去詢問店員要怎麼點餐 店員告知 妳就用line掃描點餐 老奶奶回到座位 隔了一會  老奶奶又去詢問店員 因為我忘記密碼 所以不能用 聽到店員不耐的說  就用掃描的就好 奶奶又回到座位 我到店外拍照 突然就看到這對老夫妻離開  沒有用餐 回到店內跟家人提起 這對老夫妻是不是因為不會點餐只好離開 我了解現在很多店家都使用手機點餐 但對於老人家來說 他們並不是那麼會使用智慧型手機 若是店員當下能幫忙看一下客人手機 或是能變通的直接幫客人點餐就好  文青風格的餐廳 卻少了人情味 餐點：3/5  |  服務：1/5  |  氣氛：3/5  建議的餐點 蝦仁飯 小 辣椒醬
用餐日期：2023/10/26 好吃！ ！
餐點：5/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 香煎土雞蛋 濃厚雞白湯  停車位 不確定
整體用餐滿意度還不錯 滷菜頭滷得夠裡面，菜頭堅硬的外表卻有著溫軟的內在，破防 滷高麗菜，滷出接近滷白菜的嫩軟不爛，卻有著高麗菜的鮮甜，當甜點吃都不違和，破防 半熟蛋單看不起眼，放進飯裡很明顯，直接第一配角，跟飯搭配一起一口放進嘴裡，破防 蝦蟹軟殼飯，兩位主角不互搶風采，各有各的特色，蝦真的是被愛蝦客瞎挺一波，軟殼蟹的酥衣是古早味排骨炸法，巧妙的口感，破防 炸排骨的厚度跟味道，跨越時空的flavor，破防 雞白湯加雞肉，雞肉嫩是必須，但還有雞白湯的味，讓口感多了好幾個層次，破防 爛肉飯，沒什麼，就是有點乾柴的控肉飯，但搭配前幾項口味濃厚的彩色，超適合，是一個包容所有菜色的好爸爸，裡面的滷竹筍則是很壞的搶了肉的C味，直接讓我，破防 什麼阿姨香腸的，好吃，破防  一家店看似簡單，品項超多，期待下次再防 訪 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：4/5  |  氣氛：4/5
加班慰勞結果大踩雷，本來只想點炊飯跟湯，因為沒很餓，結果每道都沒味道，最好吃就是醬料，連送的茶都還好，又小又貴，逼我多點ㄧ個米血，第一次對愛吃的米血失望。蝦仁飯明明有加量看但完全看不出來，板上很多人都說少菜，算見識到。氣死講不下去 餐點：1/5  |  服務：1/5  |  氣氛：4/5
用心經營的小店，可惜口味一般，沒有為之驚艷。 餐點：3/5  |  服務：5/5  |  氣氛：4/5
越來越難吃，蝦蛋飯、牛蛋飯與諸多品項無時無刻顯示售完，快點從目錄下架吧 餐點：1/5
既使是簡單的白飯、燙青菜、蛋包、嘴邊肉、滷菜頭也是回味無窮！現場有青草涼茶好喝！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5
棒
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：4/5

在台北就可以吃得到蝦仁炊飯了，還有軟腳蟹蝦炊飯都好經典??滿滿滿的蝦仁，再點一顆半熟蛋一起吃，超完美  手切威士忌牛肉燥拌麵香辣口味也超強??濃郁牛肉燥香氣，麵條Ｑ彈，每一口都超香，喜歡吃辣的一定要點香辣口味，辣得很過癮  滷味們也是必點，牛腱、牛肚、牛筋、豆干、菜頭等，都滷得非常入味  他們家的炸排骨不得不推薦一下，外皮炸的非常酥脆，肉香而厚實，是屬於古早風味的炸排骨????  湯品點了濃厚雞白湯加蛋跟濃厚雞白湯加海瓜子，湯頭濃郁，滿滿香氣，搭配海瓜子多了一個海鮮的鮮甜，真的超喜歡????飲料點了桂花酸梅湯，酸酸甜甜好清爽  這家真的太厲害了，從主食的飯、麵、小菜、滷味、湯、飲料都超強，味道都做的非常到位，吃完讓我念念不忘
